time,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sen9
6725183,92,757,147,143,481,359,437,8,11
6733185,91,757,146,144,481,359,437,8,11
6741183,91,757,146,143,481,359,437,8,11
6749183,92,756,147,143,481,359,437,8,11
6757183,91,757,146,143,482,359,437,8,11
6765183,92,757,146,144,481,359,437,8,11
6773186,92,757,146,143,482,359,437,8,11
6781183,92,756,146,143,482,359,437,8,11
6789183,92,756,146,143,482,359,437,8,11
6797217,92,756,146,143,482,359,437,8,11
6805218,92,756,147,143,482,359,437,8,11
6813218,91,757,146,143,482,359,436,8,11
6821216,91,757,146,144,482,359,437,8,11
6829216,91,757,146,143,481,359,436,8,11
6837216,92,757,146,144,482,359,436,8,11
6845187,92,757,147,143,482,359,437,8,12
6853190,92,757,146,144,482,359,437,8,11
6861187,92,757,147,143,481,359,438,8,11
6869187,92,757,146,144,482,359,437,7,11
6877187,92,757,146,142,481,359,437,7,12
6885188,92,757,146,144,481,359,437,8,11
6893190,91,757,146,142,481,359,437,8,12
6901187,92,757,146,143,481,359,437,8,11
6909188,91,757,146,142,481,359,437,8,11
6917188,92,757,147,143,481,359,437,8,11
6925188,91,757,146,143,481,359,437,8,11
6933190,91,757,146,143,480,359,437,8,11
6941188,91,757,147,142,481,359,437,8,11
6949187,91,757,146,143,480,359,437,8,11
6957184,92,757,147,143,480,359,437,8,11
6965187,91,757,146,143,480,359,438,8,11
6973201,91,756,145,142,481,358,435,8,11
6981194,92,756,145,143,482,357,435,7,13
6989182,92,757,146,141,481,358,437,8,12
6997181,92,757,146,144,480,359,436,9,10
7005180,91,756,146,143,480,360,439,7,12
7013191,93,756,148,144,480,360,439,8,12
7021181,91,757,146,144,480,359,438,8,11
7029180,91,754,144,143,480,358,435,8,11
7037601,93,757,148,144,482,359,436,8,11
7045181,93,757,148,144,481,359,436,6,12
7053184,92,757,147,145,480,359,435,8,11
7061315,91,756,146,142,481,358,437,7,11
7069180,90,756,144,143,480,359,437,7,12
7077180,91,755,146,141,479,360,439,6,11
7085180,93,757,149,145,482,360,438,8,12
7093180,92,757,147,144,480,359,438,8,11
7101180,91,757,146,145,480,359,438,8,11
7109180,91,757,145,143,480,359,438,8,11
7117184,91,757,146,145,480,359,438,8,11
7125184,91,757,146,144,480,359,437,8,12
7133186,91,757,146,145,480,359,438,8,12
7141184,91,757,146,144,480,359,437,8,11
7149183,91,757,146,145,480,359,437,8,11
7157184,92,757,146,144,480,359,437,8,11
7165183,91,757,146,145,480,359,437,8,11
7173186,92,757,146,144,480,359,438,8,11
7181184,91,757,146,144,480,360,437,8,11
7189184,92,756,145,143,480,359,438,8,11
7197183,91,756,145,143,480,360,438,8,11
7205184,92,757,146,144,480,360,438,8,11
7213186,92,756,146,143,480,360,438,8,11
7221184,91,757,146,144,479,359,438,8,11
7229184,92,757,146,143,479,359,438,7,11
7237184,91,757,146,144,480,359,438,8,11
7245184,92,757,145,143,480,360,438,8,11
7253186,91,757,145,144,479,360,438,8,11
7261184,92,757,145,143,479,360,438,8,11
7269184,91,757,146,144,480,359,438,8,11
7277184,91,757,145,143,480,359,438,8,11
7285184,91,757,146,144,480,359,438,8,11
7293186,91,757,146,143,479,360,438,8,11
7301184,91,757,145,144,479,359,438,8,11
7309184,91,757,145,142,479,360,438,8,11
7317184,92,757,145,144,479,360,438,8,11
7325184,91,757,145,143,479,359,438,8,11
7333186,92,757,146,144,479,360,438,8,11
7341184,91,757,145,143,479,359,438,8,11
7349183,91,757,146,143,480,360,438,8,11
7357184,91,757,146,143,480,360,438,8,11
7365184,91,757,146,143,480,360,438,8,11
7373188,91,757,146,143,480,360,438,8,11
7381183,91,757,146,143,480,360,438,8,11
7389183,91,757,146,143,480,360,438,8,11
7397183,91,757,146,142,480,360,438,8,12
7405184,92,757,146,143,480,360,438,8,11
7413186,92,757,146,142,480,360,438,8,11
7421184,92,757,146,143,480,360,438,8,11
7429184,91,757,146,142,480,360,438,8,11
7437183,92,757,146,143,480,360,438,8,11
7445184,92,757,146,142,480,360,438,8,11
7453186,92,757,146,143,480,360,438,8,11
7461184,92,757,146,142,480,360,438,7,11
7469184,91,757,146,143,479,360,438,8,11
7477184,92,757,146,142,480,360,438,8,11
7485184,92,757,146,144,480,360,438,8,11
7493185,92,757,146,142,480,360,438,8,12
7501183,92,757,146,143,480,360,438,8,11
7509183,92,757,146,142,480,360,438,8,11
7517183,92,758,146,143,480,360,438,8,11
7525184,92,757,146,142,480,360,438,8,11
7533186,92,758,146,143,480,360,438,8,12
7541184,91,757,146,142,480,360,438,8,11
7549183,91,757,145,142,479,360,438,8,11
7557184,92,757,145,142,480,360,438,8,11
7565184,92,757,146,143,479,360,438,7,12
7573186,91,757,145,142,479,360,438,8,12
7581183,92,757,146,143,479,360,438,8,12
7589184,92,757,145,142,480,360,438,8,11
7597185,92,757,145,142,480,360,438,8,12
7605184,91,757,145,143,479,360,438,8,11
7613186,91,757,144,142,480,360,438,8,12
7621184,92,757,146,143,480,360,438,8,12
7629218,91,757,145,142,480,360,438,8,11
7637184,91,757,145,144,480,360,438,8,11
7645184,92,757,145,143,480,360,438,8,11
7653220,91,757,145,143,480,360,438,7,12
7661218,92,757,145,142,480,360,438,8,11
7669217,91,756,145,143,480,360,438,8,11
7677216,92,757,145,142,480,360,438,8,11
7685217,91,757,145,143,479,360,438,8,11
7693218,92,757,145,142,479,360,438,8,11
7701188,91,757,144,143,479,360,438,8,11
7709188,91,756,145,142,479,360,438,8,11
7717188,91,757,145,144,480,360,438,8,11
7725189,92,757,145,142,480,360,438,8,12
7733358,91,757,143,143,479,359,437,7,11
7741179,91,756,145,142,480,360,438,8,11
7749188,91,756,144,142,480,360,437,8,11
7757179,92,756,146,143,480,361,439,8,12
7765180,91,756,145,142,480,359,436,8,12
7773182,91,756,146,143,480,360,438,8,11
7781179,91,756,145,143,480,360,438,8,11
7789179,91,756,144,143,480,360,438,8,11
7797183,91,756,145,143,480,360,438,8,11
7805183,91,756,145,143,480,360,438,8,11
7813185,91,756,145,143,480,360,438,8,11
7821179,91,756,145,143,480,360,438,8,11
7829183,91,756,145,143,480,360,438,8,11
7837179,91,756,145,144,480,360,438,8,11
7845183,91,756,145,143,480,360,438,8,11
7853185,91,756,145,144,480,360,438,8,11
7861179,91,756,145,143,480,360,438,8,11
7869183,91,756,145,144,480,360,438,8,11
7877179,91,757,145,143,480,360,438,8,11
7885180,91,756,145,143,480,360,438,8,11
7893179,91,756,145,142,480,360,438,8,11
7901179,91,756,145,144,480,360,438,8,12
7909183,91,756,145,142,480,360,438,7,11
7917179,91,756,145,144,480,360,438,8,11
7925183,91,756,145,142,480,360,438,7,11
7933185,91,756,145,144,480,360,438,8,11
7941179,91,756,145,143,480,360,438,8,11
7949183,90,756,145,144,480,360,438,8,11
7957182,90,756,145,143,480,360,438,8,11
7965180,90,756,145,144,480,360,439,8,11
7973180,90,756,145,143,480,360,438,8,11
7981183,90,756,145,144,480,360,438,8,11
7989179,91,757,145,143,480,360,438,8,11
7997183,91,757,145,144,480,360,438,8,11
8013186,91,756,145,143,480,360,438,8,11
8013186,91,756,145,143,480,360,438,8,11
8021179,91,757,144,143,480,359,437,8,11
8029179,90,756,143,141,480,359,437,8,12
8037179,91,756,145,144,480,360,438,8,11
8045179,90,756,145,143,480,360,438,8,11
8053181,90,755,145,144,480,360,438,8,11
8061179,91,755,145,143,480,360,439,8,11
8069179,91,755,145,144,480,360,438,8,11
8077183,91,755,145,142,480,360,438,8,11
8085179,91,755,145,144,480,361,439,8,12
8093184,91,756,146,143,480,360,439,8,11
8101183,91,755,145,144,480,360,438,8,11
8109179,91,755,145,143,480,360,438,8,11
8117183,91,755,145,144,480,360,438,8,11
8125180,92,756,145,143,480,360,438,8,11
8133185,91,755,145,144,480,360,438,8,11
8141168,91,755,146,143,480,360,438,8,11
8149167,91,755,145,144,480,360,438,7,11
8157169,90,754,143,141,481,359,436,8,11
8165168,91,754,145,143,481,360,438,8,11
8173170,92,754,145,143,481,360,438,8,11
8181170,91,754,145,144,481,360,438,8,11
8189167,91,754,145,143,481,360,438,8,11
8197169,91,754,145,143,481,360,437,8,11
8205167,94,757,149,147,480,361,440,8,11
8213170,91,756,145,143,480,359,437,8,11
8221169,91,757,146,144,480,360,438,8,11
8229168,91,757,146,143,480,360,438,8,11
8237169,91,757,146,144,480,360,438,8,11
8245168,91,756,146,142,480,360,438,8,11
8253169,91,756,146,144,480,360,437,8,12
8261169,91,756,146,143,480,360,438,8,11
8269167,91,756,146,144,480,360,439,8,11
8277169,91,756,146,143,480,360,438,8,12
8285168,91,756,146,144,480,360,439,8,11
8293169,91,756,146,143,480,360,437,8,11
8301170,91,756,146,144,480,361,439,8,11
8309167,91,756,146,143,480,360,438,8,11
8317169,91,756,146,144,480,360,438,8,11
8325168,91,756,146,143,480,360,438,8,11
8333169,90,756,146,144,481,360,437,8,11
8341169,90,756,146,144,481,360,438,8,11
8349167,90,756,146,144,481,360,438,8,11
8357169,91,756,146,143,480,360,438,8,11
8365167,90,756,146,144,480,360,438,8,11
8373169,91,756,146,143,480,360,438,8,11
8381169,91,756,146,144,480,360,438,8,11
8389167,91,756,146,143,480,360,438,8,11
8397169,90,756,146,143,480,360,438,7,11
8405167,90,756,146,144,480,360,438,8,11
8413169,91,756,146,143,480,360,438,7,11
8421169,90,756,145,144,480,360,438,8,11
8429168,91,756,146,143,480,360,438,8,11
8437169,90,756,146,144,480,360,438,8,11
8445168,91,757,146,143,480,360,438,8,11
8453169,90,757,146,144,480,361,437,8,11
8461169,91,757,146,143,480,360,438,8,12
8469168,91,756,145,144,480,360,438,8,11
8477169,91,756,145,143,480,360,438,8,12
8485168,91,757,146,144,480,360,438,8,12
8493169,90,756,145,143,480,360,438,8,12
8501170,91,757,146,144,480,360,438,8,11
8509168,90,757,146,143,480,360,438,8,11
8517170,91,757,146,144,480,360,438,8,11
8525168,90,757,146,143,480,360,439,8,11
8533169,91,757,146,144,480,361,438,8,11
8541169,91,757,146,144,480,360,438,8,12
8549167,91,756,146,144,480,360,438,8,11
8557169,91,757,146,144,480,360,438,8,11
8565168,91,756,146,144,480,361,438,8,11
8573169,91,756,146,144,480,360,438,8,11
8581169,91,756,146,144,480,360,438,7,12
8589168,91,756,147,144,480,360,438,8,11
8597169,91,756,146,144,480,360,438,8,11
8605167,91,756,147,143,480,360,438,7,11
8613169,91,756,146,144,480,360,438,8,11
8621169,91,756,146,144,480,360,438,7,11
8629167,91,756,146,144,480,361,438,8,11
8637167,91,756,146,144,480,360,438,8,11
8645168,91,756,146,143,480,360,438,8,11
8653169,91,756,146,144,480,360,438,8,11
8661169,91,756,146,144,480,360,439,7,12
8669167,91,756,146,144,480,360,438,8,12
8677169,91,757,146,143,480,360,438,8,11
8685168,91,757,146,144,480,360,438,8,11
8693169,91,757,146,143,480,360,438,8,11
8701169,91,757,146,144,480,361,438,8,11
8709167,91,757,145,143,480,360,438,8,11
8717169,91,757,146,144,480,360,438,8,12
8725168,91,757,146,143,480,360,439,8,11
8733169,91,757,146,144,481,360,438,8,12
8741169,91,757,146,143,480,360,438,8,12
8749167,91,756,146,144,480,361,439,9,12
8757169,91,757,146,143,480,360,438,8,11
8765167,91,756,146,144,480,361,438,9,12
8773170,91,757,146,143,482,360,438,8,11
8781169,91,756,146,144,480,360,439,8,12
8789167,91,756,146,144,480,361,438,8,11
8797169,91,756,146,144,480,360,438,8,11
8805168,91,756,146,144,480,360,438,8,11
8813170,91,756,146,143,481,360,438,8,11
8821169,91,756,147,144,480,360,438,8,11
8829168,91,756,146,143,480,360,438,8,11
8837169,91,756,146,144,480,360,438,8,11
8845180,91,756,146,143,480,360,438,8,11
8853180,91,756,146,144,480,360,438,8,11
8861183,92,756,147,144,480,361,439,8,11
8869179,91,756,146,144,480,360,438,8,11
8877183,91,756,146,143,480,360,438,8,11
8885179,91,757,146,144,480,360,438,8,11
8893184,91,756,146,142,480,359,438,8,11
8901183,91,757,146,144,480,360,438,8,11
8909179,91,757,146,143,480,360,438,8,11
8917182,91,757,146,144,480,360,438,8,11
8925179,91,757,146,143,480,360,438,8,11
8933178,91,757,146,143,480,360,438,8,11
8941182,91,757,146,143,480,359,438,8,11
8949179,91,757,146,144,480,360,438,8,11
8957183,91,757,147,143,480,360,438,7,12
8965183,91,757,146,144,480,360,438,8,12
8973185,91,757,146,143,480,360,438,8,12
8981179,91,757,146,144,480,360,438,8,11
8989179,91,757,147,144,480,360,438,8,12
8997179,91,757,146,144,480,360,438,8,12
9005179,91,757,147,144,480,360,438,8,11
9013179,91,756,146,143,480,360,438,8,11
9021179,91,757,147,144,480,360,438,8,11
9029179,91,757,147,144,480,360,438,8,11
9037179,91,757,146,145,480,360,438,8,11
9045183,91,757,147,144,480,360,438,8,11
9053185,91,756,146,145,480,360,438,7,11
9061183,92,756,146,143,480,360,438,8,11
9069183,91,756,146,144,480,360,438,8,11
9077183,92,757,146,143,480,360,438,8,11
9085183,91,756,146,144,480,360,438,8,11
9093186,92,757,146,143,480,360,438,8,11
9101182,91,756,146,144,480,360,438,7,11
9109182,91,756,145,143,480,359,437,8,11
9117183,91,757,147,145,480,361,439,8,12
9125173,92,757,146,143,480,360,438,8,12
9133184,91,757,147,145,479,360,438,8,11
9141212,91,757,146,143,480,360,438,8,11
9149183,91,757,146,144,480,360,438,8,11
9157183,91,757,146,143,480,360,438,8,11
9165182,91,757,146,144,480,360,438,8,11
9173184,91,757,146,144,480,360,438,8,11
9181182,91,757,146,143,480,360,438,8,12
9189183,91,757,146,144,480,360,438,8,11
9197182,91,757,146,143,480,360,438,8,11
9205182,91,757,146,144,480,360,438,8,11
9213184,91,757,146,144,480,360,438,8,12
9221182,91,756,146,144,480,360,438,8,11
9229182,91,757,146,143,480,360,438,8,12
9237181,91,757,146,144,480,360,438,8,11
9245182,91,757,146,143,480,361,438,8,11
9253184,91,757,146,145,480,360,438,8,11
9261182,91,757,146,143,480,360,438,8,12
9269182,91,757,146,144,480,360,438,8,11
9277181,91,756,146,143,480,360,438,8,11
9285182,91,757,146,144,480,360,438,7,11
9293184,91,757,146,143,480,360,438,8,11
9301183,92,757,146,144,480,360,438,7,11
9309183,92,757,146,143,480,360,438,8,11
9317182,92,757,147,144,480,360,438,8,11
9325182,91,757,146,143,480,360,438,8,12
9333184,91,757,146,144,480,360,438,8,11
9341183,91,757,146,143,480,360,438,8,12
9349183,92,757,146,144,480,360,438,8,11
9357181,91,756,146,144,480,360,438,8,11
9365182,91,757,145,143,480,359,437,8,11
9373184,92,757,147,144,479,361,439,8,12
9381183,92,757,146,144,480,360,438,8,11
9389179,91,757,146,144,480,360,438,8,11
9397181,91,757,146,143,480,360,438,8,11
9405182,91,757,146,144,480,360,438,8,11
9413184,91,757,146,143,480,360,438,8,11
9421182,91,757,146,144,480,360,438,8,11
9429183,91,757,146,143,480,360,438,8,11
9437182,91,757,146,145,480,360,439,8,11
9445182,91,757,146,143,480,360,438,8,11
9453184,91,757,146,144,481,360,438,8,11
9461179,91,757,146,143,480,360,438,8,11
9469184,91,757,146,144,480,360,438,8,11
9477182,92,757,146,143,480,360,438,8,11
9485182,91,757,146,144,480,360,438,8,11
9493184,91,757,146,143,480,360,438,8,11
9501183,91,757,146,144,480,360,438,8,11
9509181,92,757,147,143,480,360,438,8,11
9517182,91,757,146,144,480,360,438,8,11
9525182,91,757,147,143,480,360,438,8,10
9533184,91,757,147,144,480,360,438,8,11
9541183,91,756,146,143,480,360,437,8,11
9549181,91,756,146,144,480,360,438,8,10
9557182,92,756,146,143,480,360,438,8,11
9565182,92,756,146,144,480,360,438,8,11
9573184,91,757,146,143,480,360,438,8,11
9581183,92,756,146,144,480,360,437,8,11
9589181,92,757,146,143,480,360,438,8,10
9597182,91,757,147,144,480,360,438,8,11
9605182,91,757,147,143,480,360,438,8,11
9613184,92,757,146,143,480,360,438,8,11
9621183,92,757,146,144,480,360,438,8,10
9629180,91,757,146,143,480,360,438,8,10
9637179,92,757,146,144,480,360,438,8,10
9645183,92,757,146,143,480,360,438,8,10
9653184,92,757,146,144,480,360,438,8,10
9661183,91,756,146,143,480,360,437,8,10
9669180,92,757,147,145,480,361,439,8,10
9677182,92,757,146,143,480,360,438,8,10
9685182,91,757,147,145,480,360,438,8,10
9693184,92,757,146,143,480,360,438,8,10
9701183,91,757,146,144,480,360,437,8,10
9709182,91,757,147,143,480,360,438,8,10
9717182,91,757,147,144,480,360,438,8,10
9725182,91,757,147,143,480,360,438,8,10
9733184,91,756,146,144,480,360,438,8,10
9741182,92,757,147,144,480,360,438,8,10
9749182,91,756,146,144,480,360,438,8,10
9757182,92,756,146,144,480,360,438,8,10
9765182,92,757,146,144,480,360,438,8,10
9773184,91,756,146,143,480,360,438,7,10
9781182,92,756,146,144,480,360,438,8,11
9789182,92,756,146,144,480,360,438,7,11
9797182,92,756,146,144,480,360,438,7,11
9805182,91,757,146,143,480,360,437,8,11
9813184,92,756,146,144,480,360,438,8,11
9821182,92,757,146,144,480,360,437,8,11
9829182,92,757,146,143,480,360,438,7,11
9837182,91,757,146,144,480,360,438,8,11
9845182,92,757,146,143,480,360,438,8,11
9853184,91,757,146,144,480,360,438,8,11
9861180,91,757,146,143,480,360,438,8,11
9869182,92,757,146,144,480,360,438,7,11
9877182,92,757,146,143,480,360,438,8,12
9885179,92,757,146,144,480,360,438,8,12
9893183,91,757,146,143,480,360,438,8,12
9901181,92,757,146,144,480,360,438,8,12
9909182,92,757,147,143,480,360,438,7,12
9917182,92,757,147,145,480,360,438,8,12
9925182,92,757,146,143,480,360,438,8,12
9933184,92,757,146,145,480,360,438,8,12
9941181,92,757,146,143,481,360,438,8,12
9949182,92,757,146,144,480,360,438,7,12
9957182,92,757,146,144,480,360,438,7,12
9965182,92,756,146,144,480,360,438,7,12
9973184,92,756,146,144,480,360,438,7,12
9981199,92,757,146,144,480,360,438,7,12
9989182,92,756,146,143,480,360,438,7,12
9997182,92,757,146,144,480,360,438,7,11
10005182,92,757,146,144,480,360,438,7,11
10013184,92,757,146,144,480,360,438,7,11
10021182,92,757,146,143,480,360,438,7,12
10029182,92,757,146,143,480,360,439,7,12
10037182,92,757,146,144,480,360,438,7,12
10045182,91,757,146,143,480,360,438,7,12
10053183,92,757,146,144,480,360,439,6,12
10061182,92,757,147,143,480,360,438,7,12
10069182,92,757,146,144,480,360,438,7,12
